"description","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","galleryThumbnails/0","galleryThumbnails/1","galleryThumbnails/2","galleryThumbnails/3","galleryThumbnails/4","galleryThumbnails/5","galleryThumbnails/6","author","listPrice","listPrice/currency","listPrice/value","title","url","hasReviews","price","price/currency","price/value","shippingPrice","shippingPrice/currency","shippingPrice/value","delivery","stars","inStock","categoryPageData/isSponsored","categoryPageData/productPosition","categoryPageData/saleSummary"
"The Logitech Wireless Combo MK345 pairs a comfortable full size keyboard with a right handed mouse. Its wireless connectivity gives the reliability of a cord plus wireless convenience and freedom. On/Off switch.Wireless system: Advanced 2.4 GHz wireless connectivity.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31kx85YaAGL._AC_US.jpg","https://m.media-amazon.com/images/I/41L2g9171FL._AC_US.jpg","https://m.media-amazon.com/images/I/41Li9UnzSgL._AC_US.jpg","https://m.media-amazon.com/images/I/51P0UwDpKXL._AC_US.jpg","https://m.media-amazon.com/images/I/41f8ZVururL._AC_US.jpg","https://m.media-amazon.com/images/I/31k-KWv7K-L._AC_US.jpg","https://m.media-amazon.com/images/I/41PNCwFqJxL._AC_US.jpg",,,"$","39.99","Logitech MK345 Wireless Combo Full-Sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse, 2.4 GHz Wireless USB Receiver, Compatible with PC, Laptop,Black","https://www.amazon.com/dp/B00QXT5T3U","true",,"$","34.99",,,,"Saturday, January 25","4.5","true","true","16",
,,,,,,,,,"A2IQSXU74UECOL","GHCHEN",,,"https://www.amazon.com/sp?seller=A2IQSXU74UECOL","https://m.media-amazon.com/images/I/41zOVhpuhGL._AC_US.jpg","https://m.media-amazon.com/images/I/41iHZEJYcUL._AC_US.jpg","https://m.media-amazon.com/images/I/51HdRlfafEL._AC_US.jpg","https://m.media-amazon.com/images/I/51VaI-lkgML._AC_US.jpg","https://m.media-amazon.com/images/I/51EcJ27IwqL._AC_US.jpg","https://m.media-amazon.com/images/I/510UIgl5gNL._AC_US.jpg","https://m.media-amazon.com/images/I/41ced5bIdlL._AC_US.jpg",,,,,"Wired Retro Punk Gaming Keyboard with Rainbow Backlit, 104 Keys Wired Cute Keyboard, Round Keycaps for Windows/Mac/PC(White and Pink)","https://www.amazon.com/dp/B0CY2VCBC9","true",,"$","13.99",,,,"Saturday, January 25","4.2","true","true","35",
,,,,,,,,,"AEC7TQV321O67","Yunzii Keyboard",,,"https://www.amazon.com/sp?seller=AEC7TQV321O67","https://m.media-amazon.com/images/I/41Y-Ux5Z7+L._AC_US.jpg","https://m.media-amazon.com/images/I/416KNmt0mRL._AC_US.jpg","https://m.media-amazon.com/images/I/518ufZ0an6L._AC_US.jpg","https://m.media-amazon.com/images/I/51oQvii36UL._AC_US.jpg","https://m.media-amazon.com/images/I/510WLhfH6EL._AC_US.jpg","https://m.media-amazon.com/images/I/41nYDz32A1L._AC_US.jpg",,,,"$","49.89","YUNZII D98 Gaming Keyboard, RGB Backlit Quite Keyboard for Office, Full Numpad, Spill Resistance, Anti-ghosting USB Wired Membrane Keyboard 98 Keys for PC Gaming Office(Green)","https://www.amazon.com/dp/B0D5HL14ZS","true",,"$","24.94",,,,"Saturday, January 25","4.4","true","true","34",
,,,,,,,,,"A30J4TO71VXT2L","KopJippom",,,"https://www.amazon.com/sp?seller=A30J4TO71VXT2L","https://m.media-amazon.com/images/I/5159w5vERNL._AC_US.jpg","https://m.media-amazon.com/images/I/51q0TMjyspL._AC_US.jpg","https://m.media-amazon.com/images/I/51kXsnAW8SL._AC_US.jpg","https://m.media-amazon.com/images/I/51XBTL-1ioL._AC_US.jpg","https://m.media-amazon.com/images/I/41lMDQoiHLL._AC_US.jpg","https://m.media-amazon.com/images/I/51EC4JU8loL._AC_US.jpg",,,,,,"Computer Wired Keyboard, Large Print Backlit Keyboard with Wrist Rest, 7-Colors Backlit, Plug and Play, Foldable Stands, Spill-Resistant, Corded Full Size Keyboard for Windows, PC, Laptop","https://www.amazon.com/dp/B0D4HKW2D7","true",,"$","27.99",,,,"Saturday, January 25","4.5","true","true","38",
,,,,,,,,,"A30J4TO71VXT2L","KopJippom",,,"https://www.amazon.com/sp?seller=A30J4TO71VXT2L","https://m.media-amazon.com/images/I/41c32zyo8eL._AC_US.jpg","https://m.media-amazon.com/images/I/51PdYCDGC3L._AC_US.jpg","https://m.media-amazon.com/images/I/512x6jtrWfL._AC_US.jpg","https://m.media-amazon.com/images/I/51BuLfOxeTL._AC_US.jpg","https://m.media-amazon.com/images/I/51KjVkWpBKL._AC_US.jpg","https://m.media-amazon.com/images/I/51qGGh3CTqL._AC_US.jpg",,,,,,"Large Print Backlit Keyboard, Quiet USB Wired Computer Keyboard, Full Size Keyboard with White Illuminated LED Compatible for Windows Desktop, Laptop, PC, Gaming, Black","https://www.amazon.com/dp/B09LH4KF5H","true",,"$","28.99",,,,"Saturday, January 25","4.5","true","true","37",
"Upgrade your gameplay experience with the Logitech G413 SE Full-Size Mechanical Gaming Keyboard. It delivers a gaming-grade mechanical switch experience. It’s designed to help serious players perform at a higher level and push themselves even further. The G413 SE features tactile mechanical switches; PBT keycaps, 6-key rollover anti-ghosting performance; a black-brushed aluminum top case with white LED lighting; 12 function key media controls; and reliable USB-corded technology. A compact, tenkeyless option is available. In short, the gaming-first features you need to put more perfect performance within reach. A keyboard engineered to perform. A keyboard that’s Made for Play.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31rtIUUw7bL._AC_US.jpg","https://m.media-amazon.com/images/I/41AwFo814PL._AC_US.jpg","https://m.media-amazon.com/images/I/41HGhNQ61LL._AC_US.jpg","https://m.media-amazon.com/images/I/31wqsrWeWBL._AC_US.jpg","https://m.media-amazon.com/images/I/41ykTFgjKnL._AC_US.jpg","https://m.media-amazon.com/images/I/51t5KKhkX+L._AC_US.jpg",,,,"$","79.99","Logitech G413 SE Full-Size Mechanical Gaming Keyboard - Backlit Keyboard with Tactile Mechanical Switches, Anti-Ghosting, Compatible with Windows, macOS - Black Aluminum","https://www.amazon.com/dp/B08Z6X4NK3","true",,"$","49",,,,"January 26 - 29","4.6","true","true","33",
"G915 is a new class of Wireless mechanical gaming Keyboard with 3 selections of low-profile GL switches and pro-grade 1 ms LIGHTSPEED Wireless. Capable of delivering 30 hours of non-stop gaming on a full charge. Fully customizable per-key, LIGHTSYNC RGB technology also reacts to in-game action, audio and screen color as you choose. With a sleek, impossibly thin yet durable and sturdy design, G915 brings gamers to a Higher Dimension of play. Programmable G-keys let you create and execute complex actions simply and intuitively and the volume wheel and media keys give you fast, easy control over video, audio, and streaming.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41oDIQB8hrL._AC_US.jpg","https://m.media-amazon.com/images/I/41uThPwm-rL._AC_US.jpg","https://m.media-amazon.com/images/I/51x6H6K1-DL._AC_US.jpg","https://m.media-amazon.com/images/I/41acTnFQ3lL._AC_US.jpg","https://m.media-amazon.com/images/I/412-Gr+1GWL._AC_US.jpg","https://m.media-amazon.com/images/I/51k4e7P7N4L._AC_US.jpg",,,,"$","249.99","Logitech G915 LIGHTSPEED RGB Mechanical Gaming Keyboard, Low Profile GL Clicky Key Switch, LIGHTSYNC RGB, Advanced LIGHTSPEED Wireless and Bluetooth Support - Clicky,Black","https://www.amazon.com/dp/B07NY9ZT92","true",,"$","144.99",,,,"Saturday, January 25","4.4","true","true","36",
"Minimalist. Modern. Slim. Introducing the MK470 Slim Combo – an ultra-thin and design-forward keyboard and mouse bundle designed for getting things done efficiently and quietly – even in the tightest desk spaces. The slim profile and minimalist design transform your keyboard and mouse into a visual statement that elevates your desk setup. Long battery life and easy plug-and-play 2.4GHz USB receiver ensure a reliable, hassle-free experience. Due to ongoing product enhancements, the battery door on the keyboard you receive may be either glossy or matte. Product details: Mouse weight (including battery): 100 g (3.5 oz) Mouse dimensions: 1 x 2.3 x 4.2 in (26.5 x 59 x 107 mm) Battery life: 18 months Keyboard weight (including battery) 19.9 oz (566 g) Keyboard dimensions: 14.7 x 5.6 x 0.76 in (373.5 x 143.9 x 19.4 mm) Battery life: 36 months Battery type (included): 1 AA for mouse, 2 AAA for keyboard Wireless operating distance: 33 ft (10 m) Wireless technology: Logitech nano USB receiver Platform compatibility: Windows 10 or later, Windows 8, Windows 7, also works with Surface.",,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/41xsfavPM3L._AC_US.jpg","https://m.media-amazon.com/images/I/41gkYcvofCL._AC_US.jpg","https://m.media-amazon.com/images/I/51Tmtvn9Z7L._AC_US.jpg","https://m.media-amazon.com/images/I/41DcTnovtML._AC_US.jpg","https://m.media-amazon.com/images/I/41PwZ6+KRFL._AC_US.jpg","https://m.media-amazon.com/images/I/41iWAl6TrwL._AC_US.jpg",,,,,,"Logitech MK470 Slim Wireless Keyboard and Mouse Combo - Modern Compact Layout, Ultra Quiet, 2.4 GHz USB Receiver, Plug n' Play Connectivity, Compatible with Windows - Rose","https://www.amazon.com/dp/B0BL2RSCG9","true",,"$","37.61",,,,"Saturday, January 25","4.4","true","true","32",
"SAMA Wired Keyboard YG91-3 Short White purple",,,,,,,,,"A2PLY15784G1JK","SAMA Offical Store",,,"https://www.amazon.com/sp?seller=A2PLY15784G1JK","https://m.media-amazon.com/images/I/41bmZtYmy6L._AC_US.jpg","https://m.media-amazon.com/images/I/31vamirgKCL._AC_US.jpg","https://m.media-amazon.com/images/I/41zeZYKJlLL._AC_US.jpg","https://m.media-amazon.com/images/I/41LXd6TeifL._AC_US.jpg","https://m.media-amazon.com/images/I/41eljqVWxiL._AC_US.jpg","https://m.media-amazon.com/images/I/41bP8-70uQL._AC_US.jpg","https://m.media-amazon.com/images/I/41d92+KFpCL._AC_US.jpg",,,,,"SAMA Gaming Keyboard 60 Percent, 61 Keys RGB Backlit Wired Keyboard, Waterproof Mini Compact Gaming Keyboard for PC/Mac Gamer, Travel, Easy to Carry on Business Trip - White Purple","https://www.amazon.com/dp/B0CTCRF617","true",,"$","9.99",,,,"Saturday, January 25","4.2","true","true","13",
,,,,,,,,,"A9TV4QL8DFMM5","AULA MALL",,,"https://www.amazon.com/sp?seller=A9TV4QL8DFMM5","https://m.media-amazon.com/images/I/414YPZMKnGL._AC_US.jpg","https://m.media-amazon.com/images/I/41eEmsuLknL._AC_US.jpg","https://m.media-amazon.com/images/I/41Guw9f2c2L._AC_US.jpg","https://m.media-amazon.com/images/I/41k4nEHlH8L._AC_US.jpg","https://m.media-amazon.com/images/I/512VPMt5sGL._AC_US.jpg","https://m.media-amazon.com/images/I/41FHSsL0F2L._AC_US.jpg",,,,"$","82.89","AULA F75 Pro Wireless Mechanical Keyboard,75% Gasket Hot Swappable Custom Keyboard,RGB Backlit,Pre-lubed Reaper Switches,Side Printed PBT Keycaps,2.4GHz/USB-C/BT5.0 Mechanical Gaming Keyboard","https://www.amazon.com/dp/B0D14N2QZF","true",,"$","66.31",,,,"Saturday, January 25","4.6","true","true","31",
"Take the first step towards next-level performance with the Razer Ornata V3 X—a low-profile ergonomic gaming keyboard designed to elevate your work and play. Featuring a new ultra-slim form factor, more durable keycaps, and Razer Chroma™ RGB, it is the perfect introduction to our unfair advantage.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41bq+vTIHLL._AC_US.jpg",,,,,,,,,"$","39.99","Razer Ornata V3 X Gaming Keyboard: Low Profile Keys - Silent Membrane Switches - Spill Resistant - Chroma RGB Lighting - Ergonomic Wrist Rest - Snap Tap","https://www.amazon.com/dp/B09X6GJ691","true",,"$","34.98",,,,"Saturday, January 25","4.4","true","true","30",
"Specifications·Ergonomic Keyboard·Keys:104·Interface: USBFN Combination Keys FunctionFN+F1= MusicFN +F2 = Volume-FN + F3 = Volume +FN+F4= MuteFN+F5= Previous TrackFN +F6 = Next TrackFN+F7= Start /PauseFN+F8 = StopFN + F9 = Home PageFN+F10 = MailFN +F11 = My ComputerFN + F12 = Key LockFN+ Win L= Win Lock",,,,,,,,,"AQZDWF9FYL039","Reccazr Direct",,,"https://www.amazon.com/sp?seller=AQZDWF9FYL039","https://m.media-amazon.com/images/I/419u8a5c96L._AC_US.jpg","https://m.media-amazon.com/images/I/519HdqrsmYL._AC_US.jpg","https://m.media-amazon.com/images/I/51aUzfczPBL._AC_US.jpg","https://m.media-amazon.com/images/I/51-stzRdftL._AC_US.jpg","https://m.media-amazon.com/images/I/41uUjmsWz1L._AC_US.jpg","https://m.media-amazon.com/images/I/41pS7aUGIEL._AC_US.jpg","https://m.media-amazon.com/images/I/41xX6nVa7rL._AC_US.jpg",,,,,"Ergonomic Keyboard, Wired Computer Keyboard with Wrist Rest, Wave Keyboard for Natural Typing,Spill-Resistant Keyboard Compatible with Windows/PC/Laptop(Black)","https://www.amazon.com/dp/B0DMDJB6G2","true",,"$","29.99",,,,"Saturday, January 25","4.4","true","true","27",
"The Apex Pro is the world's first Hall Effect magnetic switch gaming keyboard. Featuring OmniPoint 2.0 Adjustable HyperMagnetic Switches with Rapid Trigger, total adjustability of actuation points, and 2-in-1 Acton keys for 20x quicker actuation and 11x faster response, all while playing on a full-size keyboard.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/51RftDKjzHL._AC_US.jpg","https://m.media-amazon.com/images/I/51EQWs3uWFL._AC_US.jpg","https://m.media-amazon.com/images/I/419MdgVQt0L._AC_US.jpg","https://m.media-amazon.com/images/I/41wlSckkNoL._AC_US.jpg","https://m.media-amazon.com/images/I/41gWf8QVh9L._AC_US.jpg","https://m.media-amazon.com/images/I/41+k9s9RITL._AC_US.jpg",,,,,,"SteelSeries Apex Pro HyperMagnetic Gaming Keyboard — Adjustable Actuation — OLED Screen — RGB – USB Passthrough​","https://www.amazon.com/dp/B07SVJJCP3","true",,"$","198.99",,,,"Saturday, January 25","4.5","true","true","29",
,,,,,,,,,"A1EF9MQW3LRP3T","HuaPu",,,"https://www.amazon.com/sp?seller=A1EF9MQW3LRP3T","https://m.media-amazon.com/images/I/51L+Gnj8VjL._AC_US.jpg","https://m.media-amazon.com/images/I/51pWHvJebtL._AC_US.jpg","https://m.media-amazon.com/images/I/51sCR2nYgYL._AC_US.jpg","https://m.media-amazon.com/images/I/51EC4JU8loL._AC_US.jpg","https://m.media-amazon.com/images/I/51NkAbgvalL._AC_US.jpg","https://m.media-amazon.com/images/I/51JJFZBJjCL._AC_US.jpg",,,,,,"Large Print Backlit Computer Keyboard, 7-Color Backlit Keyboard with Wrist Rest, USB Plug-and-Play, Oversize Letters Keys Easy to See and Type, Wired Light Up Keyboard for Laptop, PC, Gaming","https://www.amazon.com/dp/B0D49Z8L6T","true",,"$","25.99",,,,"Saturday, January 25","4.6","true","true","28",
,,,,,,,,,"A2N5Q13T20FFT2","Redragon zone",,,"https://www.amazon.com/sp?seller=A2N5Q13T20FFT2","https://m.media-amazon.com/images/I/41khzfsV4mL._AC_US.jpg","https://m.media-amazon.com/images/I/51yJgZBQ7ZL._AC_US.jpg","https://m.media-amazon.com/images/I/51rpmLxwDyL._AC_US.jpg","https://m.media-amazon.com/images/I/51S6-9VG-tL._AC_US.jpg","https://m.media-amazon.com/images/I/51gY2ZKhDfL._AC_US.jpg","https://m.media-amazon.com/images/I/51uYAu7fVRL._AC_US.jpg",,,,"$","31.49","Redragon Mechanical Gaming Keyboard, Wired Mechanical Keyboard with 11 Programmable Backlit Modes, Hot-Swappable Red Switch, Anti-Ghosting, Double-Shot PBT Keycaps, Light Up Keyboard for PC Mac","https://www.amazon.com/dp/B0CF3VGQFL","true",,"$","29.99",,,,"Saturday, January 25","4.4","true","true","26",
"Pick up and go with the perfect plug-in-play HP 150 Wired Keyboard. Thanks to this ergonomically designed, low-profile chiclet-style wireless keyboard with numeric keypad, you'll enjoy greater comfort and productivity without distracting keystroke noise. What's more, dedicated F1-F12 keyboard shortcuts let you instantly activate popular functions with just a keypress for even greater efficiency, while LED illuminated Num Lock, Caps Lock, and Scroll Lock indicators let you easily see what's on or off at a glance. Thanks to its thin, ergonomic design, this wired HP keyboard lets you work or play comfortably all day. Compatible with the Windows, Mac, and Chrome operating systems and backed by HP's 2-year limited warranty*, the HP 150 Wired Keyboard lets you work or play with confidence, whether you use a laptop at the kitchen table or a desktop computer at the office. * HP includes a two-year limited warranty with online support available 24x7. Consult the HP Customer Support Center. Internet access required and not included.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41-rjhG530L._AC_US.jpg","https://m.media-amazon.com/images/I/41+C9n6ZpcL._AC_US.jpg","https://m.media-amazon.com/images/I/51ZIu8OGuQL._AC_US.jpg","https://m.media-amazon.com/images/I/51UMF2TLF1L._AC_US.jpg","https://m.media-amazon.com/images/I/51UXziFRldL._AC_US.jpg","https://m.media-amazon.com/images/I/51duEMZYu4L._AC_US.jpg",,,,,,"HP 150 Wired Keyboard with Numeric Keypad - Silent-Touch Chiclet Keyboard - Ergonomic, Comfortable - USB Plug-and-Connectivity, LED Indicators (664R5AA, Black)","https://www.amazon.com/dp/B0BT15X781","true",,"$","12.99",,,,"Saturday, January 25","4.3","true","true","24",
"The CORSAIR K70 RGB PRO Mechanical Gaming Keyboard delivers an iconic aluminum frame and even better performance, powered by CORSAIR AXON Hyper-Processing Technology and world-renowned CHERRY MX mechanical keyswitches. Win in style with dynamic per-key RGB backlighting, easy to take on the go with a detachable USB Type-C cable. Powerful iCUE software on both PC and macOS enables custom macro programming, key remaps, and more, while dedicated media keys and an aluminum multi-function volume roller offer convenient control over media. With a tournament switch for instant compliance with competition guidelines and onboard storage for up to 50 profiles, the K70 RGB PRO is ready to take on any challenge.",,,,,,,,,"A18UQSTHS8A7FY","Choice Electronics(Serial Numbers Recorded)",,,"https://www.amazon.com/sp?seller=A18UQSTHS8A7FY","https://m.media-amazon.com/images/I/418AsoHmjyL._AC_US.jpg","https://m.media-amazon.com/images/I/41P5gwB4IeL._AC_US.jpg","https://m.media-amazon.com/images/I/51bD-q6PmsL._AC_US.jpg","https://m.media-amazon.com/images/I/41N71WP57jL._AC_US.jpg","https://m.media-amazon.com/images/I/51vTVCO3wcL._AC_US.jpg","https://m.media-amazon.com/images/I/51ESEpuBKOL._AC_US.jpg",,,,,,"Corsair K70 RGB PRO Mechanical Wired Gaming Keyboard – Cherry MX Brown Tactile Switches – 8,000hz Hyper-Polling – PBT Double-Shot Keycaps – iCUE Compatible – PC, Mac, Xbox – QWERTY NA – Black","https://www.amazon.com/dp/B09NMM4FY6","true",,"$","165.18",,,,"Wednesday, January 22","4.4","true","true","25",
"Logitech Desktop MK120. A durable duo that brings comfort, style, and simplicity together. You’ll be comfortable with the keyboard thanks to the low-profile, whisper-quiet keys and standard layout with full-size F-keys and number pad. With its thin profile, spill-resistant design,* durable keys that can withstand up to 10 million keystrokes** and sturdy, adjustable tilt legs, this sleek keyboard not only looks and feels good—it’s built to last. Plus, it’s got easy-to-read keys. The high-definition optical mouse puts comfort and control in your hands with smooth, accurate tracking and a comfortable, ambidextrous shape. And setup is simple—you just plug your keyboard and mouse into USB ports and start using them right out of the box. * Tested under limited conditions (maximum of 60 ml liquid spillage). Do not immerse keyboard in liquid. ** Excludes number lock key.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41a4R1h4-eL._AC_US.jpg","https://m.media-amazon.com/images/I/41g1vZbnkFL._AC_US.jpg","https://m.media-amazon.com/images/I/41y6DnWmF5L._AC_US.jpg","https://m.media-amazon.com/images/I/41Ao97diwjL._AC_US.jpg","https://m.media-amazon.com/images/I/41XwJ8dlHcL._AC_US.jpg","https://m.media-amazon.com/images/I/41qBg8tHqyL._AC_US.jpg","https://m.media-amazon.com/images/I/41uQQ2fyaOL._AC_US.jpg",,,"$","19.99","Logitech MK120 Wired Keyboard and Mouse Combo for Windows, Optical Wired Mouse, Full-Size Keyboard, USB Plug-and-Play, Compatible with PC, Laptop - Black","https://www.amazon.com/dp/B003NREDC8","true",,"$","16.61",,,,"Saturday, January 25","4.5","true","true","23",
,,,,,,,,,"A2FK9EP27A6ZE6","Redragon Shop",,,"https://www.amazon.com/sp?seller=A2FK9EP27A6ZE6","https://m.media-amazon.com/images/I/31qNb+bxSwL._AC_US.jpg","https://m.media-amazon.com/images/I/51o1VR7H50L._AC_US.jpg","https://m.media-amazon.com/images/I/516+aMPi63L._AC_US.jpg","https://m.media-amazon.com/images/I/51lmFwYWdLL._AC_US.jpg","https://m.media-amazon.com/images/I/51rePIdJhBL._AC_US.jpg","https://m.media-amazon.com/images/I/41CvVBDq43L._AC_US.jpg",,,,"$","59.99","Redragon K668 RGB Gaming Keyboard, 104 Keys + Extra 4 Hotkeys Wired Mechanical Keyboard w/Sound Absorbing Foams, Upgraded Hot-swappable Socket, Mixed Color Keycaps x 2 Sets, Red Switch","https://www.amazon.com/dp/B0CDWP1D58","true",,"$","49.99",,,,"Saturday, January 25","4.6","true","true","21",
,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31OVQo6Iy7L._AC_SR38.jpg","https://m.media-amazon.com/images/I/110kbhiCrGL._AC_SR38.jpg","https://m.media-amazon.com/images/I/21CWu+ahcTL._AC_SR38.jpg","https://m.media-amazon.com/images/I/21-ZuaxmoCL._AC_SR38.jpg",,,,,,,,"Apple Magic Keyboard with Numeric Keypad: Wireless, Bluetooth, Rechargeable. Works with Mac, iPad, or iPhone; US English - White","https://www.amazon.com/dp/B071ZZTNBM","true",,"$","128.39",,,,"Saturday, January 25","4.8","true","true","19",
"Logitech wireless Combo Mk335. The combo that puts entertainment and portability at your fingertips. With 11 hot keys, you'll enjoy Instant access to the things you do most. Low-profile, whisper-quiet keyboard helps make typing and surfing easy. And the mouse stores The tiny Logitech receiver, so you can take your mouse wherever you go.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/313lrqpa-dL._AC_US.jpg","https://m.media-amazon.com/images/I/41dCVqcaDlL._AC_US.jpg","https://m.media-amazon.com/images/I/310Glm7vClL._AC_US.jpg","https://m.media-amazon.com/images/I/31d8n9W7pmL._AC_US.jpg","https://m.media-amazon.com/images/I/417N4kJiOxL._AC_US.jpg","https://m.media-amazon.com/images/I/41NMidamPaL._AC_US.jpg",,,,,,"Logitech MK335 Wireless Keyboard and Mouse Combo - Black/Silver","https://www.amazon.com/dp/B072JX77X6","true",,"$","34.99",,,,"Saturday, January 25","4.5","true","true","22",
"Type more naturally with ERGO K860 - an advanced ergonomic keyboard that promotes a more relaxed typing posture – reducing wrist bending by 25% and offering 54% more wrist support. The curved, split keyframe reduces muscle strain on your wrists and forearms. And the pillowed wrist rest offers comfort and the optimal ergonomic position. The adjustable palm lift feature keeps your wrists in a natural posture, whether you're seated or standing. You’ll confidently type on Perfect Stroke keys—crafted for precision and fluidity. And an integrated numpad, multi-device capabilities, and two-year battery life ensure that you won’t compromise performance for ergonomics.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41-D3fvj2aL._AC_US.jpg","https://m.media-amazon.com/images/I/41O518EcgPL._AC_US.jpg","https://m.media-amazon.com/images/I/41LpzpWkisL._AC_US.jpg","https://m.media-amazon.com/images/I/4176wtDoYwL._AC_US.jpg","https://m.media-amazon.com/images/I/41gpyDVYm2L._AC_US.jpg","https://m.media-amazon.com/images/I/413U3fG2lzL._AC_US.jpg",,,,,,"Logitech ERGO K860 Wireless Ergonomic Qwerty Keyboard - Split Keyboard, Wrist Rest, Natural Typing, Stain-Resistant Fabric, Bluetooth and USB Connectivity, Compatible with Windows/Mac,Black","https://www.amazon.com/dp/B07ZWK2TQT","true",,"$","129.99",,,,"Saturday, January 25","4.5","true","true","20",
"Wireless keyboard and mouse combo that reduces over 90% of noise and maintains the same typing and clicking feel: Innovative SilentTouch technology for the same typing and clicking feel with 90% less noise Keyboard with 8 convenient shortcuts and full numpad for efficient data entry and easier navigation Contoured and portable shape with smooth, precise clicking and pointing on most surfaces and SilentTouch technology for quiet clicks Strong, reliable 2.4 GHz wireless connection with a 10 m range and a tiny USB receiver for a clean, clutter free desk area Compatible with Windows or Chrome OS and easily connects for plug-and-play simplicity Spill-proof design, durable keys and sturdy tilt legs with adjustable height A 36-month keyboard and 18-month mouse battery life—plus on/off switches—to reduce the hassle of changing batteries Gives you one-touch access to play/pause, volume, mute – and even your email. (1) Click and typing noise reduced by over 90% compared to Logitech MK270. Left click and typing dBA level measured by an independent lab at 1 meter. (2) Tested by Logitech with 50 persons in Switzerland (2022). (3) Tested under limited conditions (maximum of 60 ml liquid spillage). Do not immerse keyboard in liquid. (4) Battery life may vary based on user and computing conditions.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31t4cfYX2BL._AC_US.jpg","https://m.media-amazon.com/images/I/51a19YiuGdL._AC_US.jpg","https://m.media-amazon.com/images/I/519pdRdRxYL._AC_US.jpg","https://m.media-amazon.com/images/I/51XR3huZY5L._AC_US.jpg","https://m.media-amazon.com/images/I/41wiWXgbPJL._AC_US.jpg","https://m.media-amazon.com/images/I/41bJ2uKNbeL._AC_US.jpg",,,,"$","29.99","Logitech MK295 Wireless Mouse & Keyboard Combo with SilentTouch Technology, Full Numpad, Advanced Optical Tracking, Lag-Free Wireless, 90% Less Noise - Graphite","https://www.amazon.com/dp/B089KV4YYX","true",,"$","28.49",,,,"Saturday, January 25","4.4","true","true","36",
,,,,,,,,,"ADJIU1VHRETQU","yesbeaut",,,"https://www.amazon.com/sp?seller=ADJIU1VHRETQU","https://m.media-amazon.com/images/I/41R2W2xnQGL._AC_US.jpg","https://m.media-amazon.com/images/I/51mliX0kroL._AC_US.jpg","https://m.media-amazon.com/images/I/517TAGkawtL._AC_US.jpg","https://m.media-amazon.com/images/I/51zS4Cv6N1L._AC_US.jpg","https://m.media-amazon.com/images/I/51y7TIxntoL._AC_US.jpg","https://m.media-amazon.com/images/I/51hqkpone1L._AC_US.jpg",,,,"$","23.99","Gaming Keyboard, 7-Color Rainbow LED Backlit, 104 Keys Quiet Light Up Keyboard, Wrist Rest, Whisper Silent, Anti-ghosting Multimedia Keys, Waterproof USB Wired Keyboard for PC Mac Xbox","https://www.amazon.com/dp/B09YRBD8TM","true",,"$","21.59",,,,"Saturday, January 25","4.4","true","true","34",
